near_fid,near_x,near_y,near_angle,heard,building,xcoor,ycoor,noise,in_vehicle,asleep,no_windows,age
2401,1792500.8384,8272051.6817,-20.612925272,1,0,1792056.0,8272219,0,0,0,0,58
2757,1928945.4723,8976434.9614,94.724590576,1,0,1929012.0,8975630,0,0,0,0,51
595,1899352.5215,8321118.1155,38.505389042,1,1,1898876.0,8320739,0,0,0,0,52
4094,2049020.9089,8250049.9525,177.44236834,0,0,2082869.0,8248538,0,1,0,0,68
311,2032352.9302,8251339.9144,-67.763885392,1,0,2031978.0,8252257,0,0,0,0,57
130,2012620.1033,8246320.9736,-175.11629703,1,0,2013229.0,8246373,0,0,0,0,37
671,1799512.1854,8179817.383,-13.128731776,0,0,1763979.0,8188105,0,1,0,0,66
219,1990361.5485,8255944.5421,-133.97365358,1,0,1990581.0,8256172,1,0,0,0,52
2887,2331386.9163,9543302.9342,-117.13512748,1,1,2331430.0,9543387,0,0,0,0,67
4085,1976409.8767,8285559.2668,84.864893635,1,1,1976405.0,8285505,0,0,0,0,48
2739,1929865.6392,8966039.1706,106.69956203,0,1,1930343.0,8964448,0,0,0,1,85
3906,1851638.8728,9106026.7688,108.53976411,0,0,1855520.0,9094454,1,1,0,0,76
726,1741336.2854,8052952.7899,-107.5113973,1,0,1741378.0,8053085,0,0,0,0,48
815,1675357.6685,8081915.7668,60.767099265,1,0,1675111.0,8081475,0,0,0,0,29
471,2070123.4109,8410812.9299,145.80523684,0,0,2105142.0,8387019,1,1,0,0,65
1119,1654144.515,7741625.5628,-125.69023654,0,0,1676080.0,7772163,1,1,0,0,71
2788,1899749.4868,9145598.5797,131.69893327,1,0,1900281.0,9145002,0,0,0,0,76
1141,1548793.7527,7722675.4911,35.389690711,0,0,1514512.0,7698322,0,0,0,0,48
1257,1752914.9596,7727842.9046,-101.33461431,0,0,1760351.0,7764940,1,0,0,0,51
2735,1929712.1297,8959545.0338,131.81701784,0,0,1930206.0,8958993,0,0,0,0,24
4000,2012526.0383,8297038.1212,-6.8518084707,1,0,2011312.0,8297184,0,0,0,0,70
4004,1986378.6484,8315990.2537,-81.627233191,0,1,1986297.0,8316545,0,0,1,1,45
3967,2012155.5671,8278108.1248,-148.35932561,1,1,2013207.0,8278756,0,0,0,0,65
2849,2252604.554,9308268.3914,29.503503212,1,0,2251798.0,9307812,0,0,0,0,43
115,2012061.1682,8248279.0209,33.779777695,1,0,2011807.0,8248109,1,0,0,0,50
3543,1448958.3145,7454361.9339,-36.642133562,1,0,1444894.0,7457385,0,0,0,0,36
945,1570653.6724,7903670.9372,149.47217947,0,0,1576426.0,7900267,1,0,0,0,43
565,1964713.3153,8367317.8282,-24.258334209,1,0,1964511.0,8367409,0,0,0,0,20
4094,2049020.9089,8250049.9525,-156.61457944,1,0,2050982.0,8250898,0,0,0,0,67
3783,1689713.0962,8241900.8016,-42.25247633,0,0,1678446.0,8252136,0,0,0,0,85
468,2079529.5739,8346784.6355,-155.50531545,1,0,2080540.0,8347245,0,0,0,0,57
892,1580174.3831,7918677.7275,108.912394,0,1,1580262.0,7918422,0,0,0,0,88
2404,1792802.1803,8273681.0009,68.815796663,1,0,1792515.0,8272940,1,0,0,0,25
723,1739067.149,8054148.9333,104.65310287,1,0,1739218.0,8053572,0,0,0,0,27
463,2081978.9366,8346141.8621,-176.73370084,1,0,2082875.0,8346193,0,0,0,0,53
1517,1448125.6447,7480811.2734,-161.15351748,1,0,1448535.0,7480951,0,1,0,0,76
1833,1330628.2562,7904784.3907,-124.56126303,1,0,1330825.0,7905070,0,0,0,0,24
613,1894655.8409,8129195.1422,66.593956229,1,1,1894606.0,8129080,0,0,0,0,19
701,1631068.6525,8015107.5194,64.433347779,0,0,1610431.0,7971969,1,0,0,0,32
1555,1468290.8366,7498584.3195,-130.90582381,1,0,1468599.0,7498940,0,0,0,0,57
3804,1687092.0788,8205322.3737,-38.626294396,1,0,1686428.0,8205853,0,0,0,0,34
48,2009825.8729,8252155.8567,-81.362329837,1,0,2009778.0,8252471,0,0,0,0,56
4003,1987430.395,8316827.4417,101.29675499,1,0,1987500.0,8316479,0,0,0,0,23
1565,1468962.8722,7498609.801,127.96650465,1,1,1469015.0,7498543,0,0,0,0,34
350,1961284.6749,8224512.9556,158.52015284,1,0,1961681.0,8224357,0,0,0,0,65
3603,1556169.1143,7545333.2386,-91.408290224,1,1,1556211.0,7547037,0,0,0,0,31
1941,1337348.7252,7910559.0693,-59.867616325,1,1,1336968.0,7911215,0,0,0,0,47
41,2010029.6988,8253732.5669,160.55338915,1,1,2010408.0,8253599,0,0,0,0,61
2756,1935398.4406,8922103.8306,131.2158824,0,0,1935951.0,8921473,1,1,0,0,43
2386,1577151.6138,8332794.6413,-79.929214345,1,1,1576945.0,8333958,0,0,0,0,61
556,1970843.2343,8358671.6592,-20.171632018,1,0,1970336.0,8358858,0,0,0,0,24
188,1999781.8491,8242226.6221,128.44092865,1,1,1999953.0,8242011,0,0,0,0,19
1581,1469787.9724,7497860.0026,-20.121659937,1,0,1469354.0,7498019,0,0,0,0,49
1149,1788449.3657,7636366.7789,60.43470379,0,0,1774048.0,7610980,1,0,0,0,65
4049,1999432.7511,8277450.4898,-105.09541998,1,1,1999513.0,8277748,0,0,0,0,75
41,2010029.6988,8253732.5669,68.652634853,0,1,2009956.0,8253544,0,0,0,1,46
1753,1341562.5019,7945652.4344,179.32095309,1,0,1342696.0,7945639,0,0,0,0,24
2969,2341067.2591,9786097.7219,168.94043997,0,0,2383842.0,9777737,0,0,0,0,87
1526,1448796.5673,7478625.1955,172.44210227,1,1,1448994.0,7478599,0,0,0,0,58
2824,1650074.0065,9120857.4277,67.595450807,0,0,1618687.0,9044724,1,1,0,0,59
701,1631068.6525,8015107.5194,63.911900911,0,0,1610675.0,7973457,0,1,0,0,79
1201,1820627.8229,7693231.7198,-27.059863329,1,1,1820271.0,7693414,0,0,0,0,66
2729,1926601.4177,8952694.7428,121.10052155,1,0,1927035.0,8951976,0,0,0,0,52
243,1994635.9943,8270411.3443,139.53650727,1,0,1995824.0,8269398,0,0,0,0,65
1514,1448859.3514,7481903.5588,-166.64230101,1,0,1449674.0,7482097,0,0,0,0,18
3976,2013651.4784,8281086.0607,57.69287197,1,0,2013506.0,8280856,0,0,0,0,39
1865,1325361.3971,7901965.9739,-118.08651009,0,0,1325569.0,7902355,0,0,0,0,46
2107,1327364.1461,8041866.1612,-33.409888596,1,0,1326996.0,8042109,0,0,0,0,63
3378,1428214.484,7532806.5201,-95.534843208,1,0,1428228.0,7532946,0,0,0,0,20
682,1838268.5113,8261067.6718,23.183638837,1,1,1837884.0,8260903,1,0,0,0,59
138,2012289.4844,8244648.3842,-166.41312659,1,1,2012772.0,8244765,0,0,0,0,76
2761,1929205.6261,8970980.6321,-169.97257097,1,0,1929564.0,8971044,0,0,0,0,58
199,2003358.7671,8244066.9585,53.526602191,1,0,2003259.0,8243932,0,0,0,0,78
2405,1831306.9244,8310711.7459,-158.00292989,1,0,1832523.0,8311203,0,0,0,0,53
17,2007406.4551,8255275.553,-73.710054286,1,0,2007238.0,8255852,0,0,0,0,53
292,2023881.1831,8261746.5802,-178.15675222,1,0,2025914.0,8261812,0,0,0,0,51
2226,1571386.3774,8117108.9391,-94.731499684,1,0,1571418.0,8117491,0,0,0,0,25
2318,1402164.276,8323126.8937,133.72382923,0,1,1402168.0,8323123,0,0,0,1,67
2676,1905757.7338,8551847.6981,29.020905739,0,1,1892272.0,8544366,1,0,0,1,33
1962,1335131.2409,7902338.342,-26.938864703,1,0,1334760.0,7902527,0,0,0,0,73
2366,1605250.657,8235014.1933,-179.0986222,1,0,1606446.0,8235033,0,0,0,0,34
1453,1449863.5646,7475358.0687,-148.48859161,1,0,1449976.0,7475427,0,0,0,0,63
480,1980347.5812,8340448.8646,49.234785315,1,0,1980202.0,8340280,0,0,0,0,50
65,2014429.1564,8254037.0783,-78.071889017,1,0,2014332.0,8254497,0,0,0,0,76
3012,2416263.6865,9830225.306,51.17976991,1,0,2415627.0,9829434,0,0,0,0,23
1679,1393298.6805,7737163.6054,122.38277339,1,0,1394915.0,7734615,0,0,0,0,32
763,1799917.8336,8094106.8369,-26.198653609,1,0,1799133.0,8094493,0,0,0,0,25
4068,1984492.785,8269607.1713,49.114609458,1,0,1983942.0,8268971,0,0,0,0,30
221,1990484.2227,8258627.2181,53.498273147,1,0,1990359.0,8258458,0,0,0,0,81
2661,1796142.3216,8817040.8908,99.625789317,0,1,1800345.0,8792261,1,0,0,0,51
116,2012300.6164,8247272.0166,-161.70921241,1,0,2012591.0,8247368,0,0,0,0,35
249,1982774.2347,8243150.5477,12.684078337,0,0,1971042.0,8240510,1,0,0,0,55
440,2023832.2025,8217825.3566,165.27370727,1,0,2025500.0,8217387,1,0,0,0,47
2658,1793479.3367,8816694.3618,-23.401707645,1,0,1792512.0,8817113,0,0,0,0,20
4056,1985780.3063,8271964.5906,-167.82172625,1,1,1986607.0,8272143,0,0,0,0,63
2832,2254756.8051,9306314.6247,28.29705255,1,1,2254282.0,9306059,0,0,0,0,38
552,1965566.1339,8358721.6962,99.594163813,1,1,1965584.0,8358616,1,0,0,0,63
107,2012008.2914,8250866.844,79.012795468,1,0,2011946.0,8250546,0,0,0,0,48
2843,2263431.3763,9311557.4357,-111.79866357,1,0,2300856.0,9405132,0,0,0,0,81
3290,1524192.2565,7486609.7193,0.73353227,0,0,1503282.0,7486342,0,1,0,0,77
1898,1332648.7049,7902136.1196,-135.15683022,0,1,1333091.0,7902576,0,0,1,0,41
3094,1354042.8639,7821562.0725,-140.31990049,1,0,1355218.0,7822537,0,0,0,0,38
2272,1507624.9106,8362344.7494,-89.924523022,0,0,1507624.0,8363036,0,0,0,0,69
3797,1682073.6847,8194552.4561,-157.08953303,1,0,1682534.0,8194747,0,0,0,0,36
593,1905043.9531,8321423.4286,20.86231507,1,1,1904930.0,8321380,0,0,0,0,51
17,2007406.4551,8255275.553,-81.961941587,1,0,2007354.0,8255647,0,0,0,0,28
550,1961938.6768,8368290.3226,-178.02395392,1,0,1962509.0,8368310,0,0,0,0,56
2195,1543233.2328,8053959.5861,-0.84060067977,1,0,1542319.0,8053973,0,0,0,0,25
83,2004656.8636,8253798.9253,-20.059013108,1,1,2004150.0,8253984,0,0,0,0,21
4078,1986547.5202,8264988.8044,-2.0693651827,1,1,1986210.0,8265001,0,0,0,0,55
31,2010432.3415,8252154.9838,53.92712961,1,1,2010275.0,8251939,0,0,0,0,83
1811,1328490.6993,7905858.6282,175.86903663,1,1,1328984.0,7905823,0,0,0,0,33
469,2080258.9391,8343497.7523,-152.36871447,1,1,2081056.0,8343915,0,0,0,0,48
1215,1820570.4934,7697190.6326,-76.664961506,1,0,1820363.0,7698066,0,0,0,0,44
2661,1796142.3216,8817040.8908,173.87245143,0,0,1842818.0,8812030,1,0,0,0,74
723,1739067.149,8054148.9333,-123.25265825,1,0,1739258.0,8054440,1,0,0,0,24
154,2012424.1812,8242862.3944,-114.80723005,1,0,2012791.0,8243656,0,0,0,0,45
1913,1339475.7067,7895405.4793,139.4856297,1,0,1340313.0,7894690,0,0,0,0,26
1848,1338264.1054,7906223.4786,149.72156971,1,0,1338342.0,7906178,0,0,0,0,83
270,2002596.5625,8257807.724,-2.3819469306,1,0,2002037.0,8257831,0,0,0,0,49
1811,1328490.6993,7905858.6282,-174.80713357,0,0,1329188.0,7905922,1,1,0,0,50
265,2003936.8491,8259866.2416,-81.045078704,1,0,2003776.0,8260887,0,0,0,0,75
2733,1918022.0247,8958021.756,-123.64375795,1,1,1918319.0,8958468,0,0,0,0,56
2821,1630625.7124,9155023.4434,-133.82157522,0,0,1653701.0,9179068,0,1,0,0,81
621,1891160.1862,8127330.6382,88.139274312,1,1,1891155.0,8127171,0,0,0,0,48
2540,1683195.2287,8597711.2675,63.068774507,0,0,1654950.0,8542112,0,0,0,0,41
3038,2419797.3011,9814639.5788,-51.314013577,0,0,2418981.0,9815659,1,0,0,0,85
3882,2083542.3076,9171506.6282,178.67316168,1,0,2083958.0,9171497,0,0,0,0,53
340,1961621.4163,8221127.3285,89.559403015,1,0,1961616.0,8220423,1,0,0,0,54
2718,1924029.2697,8951288.4328,173.78607555,1,1,1925117.0,8951170,0,0,0,1,59
203,2005402.5929,8247367.1058,144.74181388,1,0,2006284.0,8246744,0,0,0,0,80
79,2006960.5091,8252467.7237,6.3239473921,1,0,2006575.0,8252425,0,0,0,0,37
2925,2544544.0375,9965422.4529,-174.01392143,1,0,2553199.0,9966330,0,0,0,0,76
17,2007406.4551,8255275.553,-61.003875768,0,0,2007031.0,8255953,0,0,0,0,45
1595,1482625.5586,7526602.1376,-48.136650995,1,1,1482002.0,7527298,0,0,0,0,75
2618,1827618.353,8468117.6363,175.61991661,0,1,1879235.0,8464164,1,0,0,0,81
2454,1846407.6358,8315062.479,19.295668729,1,1,1845895.0,8314883,0,0,0,0,63
356,1963176.7723,8216754.0577,140.99306901,0,0,1964246.0,8215888,1,0,0,0,48
1327,1764837.8337,7899137.7839,46.328026405,0,0,1764565.0,7898852,1,0,0,0,68
1824,1330375.6722,7917285.9269,68.340108348,1,1,1330251.0,7916972,0,0,0,0,30
2208,1577007.789,8057195.5108,-62.061431022,0,1,1576264.0,8058598,1,0,0,1,67
3558,1576443.1766,7565032.2603,42.321743159,1,1,1575963.0,7564595,0,0,0,0,31
4096,1988178.9074,8271258.0518,138.92228433,1,0,1988826.0,8270694,1,0,0,0,49
3809,1535604.8421,8688621.0767,14.130478382,0,1,1447163.0,8666356,1,0,0,1,38
1400,1651174.3998,7598629.0252,25.922771601,1,0,1650516.0,7598309,0,0,0,0,29
3299,1508865.455,7546693.2927,-78.877678212,1,0,1507578.0,7553242,0,0,0,0,72
141,2014293.3466,8244951.6507,40.903748723,1,0,2013525.0,8244286,0,0,0,0,72
693,1896829.7992,8263999.2008,-151.25822756,0,0,1898527.0,8264930,0,1,0,0,71
209,1996024.7051,8252472.7433,64.54310755,1,0,1995922.0,8252257,1,0,0,0,59
1619,1458754.2071,7516923.6542,93.900189628,1,1,1458776.0,7516604,0,0,0,0,61
3172,1780047.4158,8011570.2038,24.561246542,0,0,1746103.0,7996057,0,1,0,0,60
449,2027088.1863,8231746.0861,75.570074652,1,0,2027056.0,8231621,0,0,0,0,65
89,2002379.3781,8249974.2463,-129.11397221,1,0,2002567.0,8250205,0,0,0,0,65
2570,1740449.9596,8534345.5566,-24.382109972,1,0,1740246.0,8534438,1,0,0,0,51
2719,1927069.6275,8950614.7985,4.2504311794,1,0,1925821.0,8950522,0,0,0,0,61
1562,1469071.854,7501365.4821,146.65453517,1,0,1469220.0,7501268,0,0,0,0,40
477,1979658.736,8342381.1682,-91.244105898,1,1,1979695.0,8344051,0,0,0,0,35
1257,1752914.9596,7727842.9046,-68.281928795,0,0,1742078.0,7755050,0,1,0,0,72
739,1743183.9663,8052651.9247,-19.20365065,1,0,1742733.0,8052809,0,0,0,0,72
776,1800006.5552,8089283.9203,-118.60570313,1,0,1800276.0,8089778,1,0,0,0,80
2310,1503911.0699,8262974.7603,-24.887536644,1,1,1503501.0,8263165,0,0,0,0,24
64,2012233.8247,8252779.6037,-73.451917531,1,0,2012100.0,8253230,0,0,0,0,38
259,1998206.233,8260088.6413,10.123640673,1,1,1997805.0,8260017,0,0,0,0,70
153,2016362.8872,8242061.4217,-125.26527021,0,0,2016929.0,8242862,0,1,0,0,51
336,1962665.9272,8223713.9605,170.27717544,1,0,1962940.0,8223667,0,0,0,0,19
3934,2464655.8277,9773232.3956,22.982826981,1,1,2464023.0,9772964,0,0,0,0,41
641,1884912.1571,8133221.0724,-12.303663769,0,0,1839929.0,8143032,1,0,0,0,63
1365,1742081.5694,7601928.4501,-25.894703242,1,1,1739452.0,7603205,0,0,0,0,65
2432,1840461.7279,8320535.7203,170.45836067,1,0,1840936.0,8320456,0,0,0,0,82
2684,1923093.518,8552806.2893,34.854454716,1,0,1922121.0,8552129,0,0,0,0,28
1501,1453088.9356,7476407.2361,-130.78442366,1,1,1453219.0,7476558,0,0,0,0,24
2648,1762932.2666,8712605.5942,26.553201917,1,0,1762781.0,8712530,0,0,0,0,82
729,1746861.7397,8058761.8996,168.77652412,0,0,1757540.0,8056643,0,0,0,0,81
38,2010842.331,8252709.3259,96.215614641,1,0,2010888.0,8252290,0,0,0,0,20
3911,2464337.7879,9762879.3079,128.74704832,1,0,2464391.0,9762813,0,0,0,0,66
1572,1468253.0993,7496293.6798,111.39946018,1,0,1468300.0,7496174,0,0,0,0,45
1512,1445985.9727,7480848.5214,-95.140686601,1,0,1446074.0,7481827,0,0,0,0,37
745,1733067.4738,8049018.4876,-36.727500949,1,1,1732721.0,8049277,0,0,0,0,55
3383,1427815.9603,7534625.9624,18.259198751,1,0,1427613.0,7534559,0,0,0,0,68
785,1802623.6764,8091886.0419,-129.96186984,1,0,1803201.0,8092575,0,0,0,0,40
1969,1328666.3615,7894240.7736,118.51003939,1,1,1328745.0,7894096,0,0,0,0,51
139,2009741.8265,8242699.1415,-89.350069922,1,0,2009741.0,8242772,0,0,0,0,62
1658,1431107.3437,7693520.4371,102.96141468,1,1,1431246.0,7692918,0,0,0,0,23
118,2012584.9265,8248731.203,92.993937362,1,1,2012600.0,8248443,0,0,0,0,78
2714,1998745.9101,9009395.3349,107.63057212,1,1,1998760.0,9009351,0,0,0,0,63
2469,1850040.4361,8329901.2367,-58.418772787,0,0,1843424.0,8340664,0,1,0,0,64
2773,1845532.108,8959179.3313,101.00820722,0,0,1859903.0,8885304,1,0,0,0,72
2917,2132439.1713,9765938.021,-144.56309835,1,0,2133101.0,9766409,0,0,0,0,20
1684,1392180.1422,7738757.7059,146.65529678,1,0,1392280.0,7738692,0,0,0,0,18
2773,1845532.108,8959179.3313,91.091469704,1,0,1845614.0,8954881,1,0,0,0,21
876,1573604.3068,7918068.5092,-156.8077382,1,0,1574308.0,7918370,0,0,0,0,24
519,1963430.0242,8376971.9744,-51.3566765,0,1,1945132.0,8399858,0,0,0,0,60
1177,1809771.1669,7785909.1404,-17.173917208,0,1,1784132.0,7793833,1,0,0,0,58
1615,1456683.8872,7514126.1911,51.387040817,0,0,1455572.0,7512734,1,0,0,0,88
358,1959314.4312,8217912.2491,-94.017126138,0,0,1959372.0,8218732,1,0,0,0,56
400,1996917.5986,8229022.8558,74.944337076,1,0,1996813.0,8228634,0,0,0,0,31
1058,1665068.5194,7970682.7492,2.175124405,0,0,1621975.0,7969046,0,0,0,0,81
734,1743053.9451,8051144.806,155.35116932,1,0,1743424.0,8050975,0,0,0,0,55
4096,1988178.9074,8271258.0518,-67.760733168,1,0,1987658.0,8272532,0,0,0,0,66
2733,1918022.0247,8958021.756,36.817981167,0,0,1894689.0,8940555,1,0,0,0,42
3729,1443612.196,7905585.679,135.82145322,0,0,1466078.0,7883755,0,0,0,0,61
4071,1982458.1986,8279555.2148,-33.916021498,0,0,1981877.0,8279946,1,0,0,0,39
333,1957137.5786,8222458.1359,63.037738307,0,0,1956201.0,8220617,1,0,0,0,37
136,2008172.6671,8245433.9375,113.83537278,1,0,2008538.0,8244607,0,1,0,0,52
2144,1394841.7912,7953798.3199,103.03105273,1,1,1394915.0,7953482,0,0,0,0,81
4094,2049020.9089,8250049.9525,111.63759007,1,0,2049343.0,8249238,1,0,0,0,80
445,2021245.3601,8217086.1612,37.938429768,1,0,2020750.0,8216700,0,0,0,0,22
2227,1572057.7451,8119980.1863,-79.413508395,0,0,1562903.0,8168962,1,0,0,0,35
278,2006434.0793,8256641.3244,126.67785903,1,0,2006587.0,8256436,0,0,0,0,18
3443,1418071.2747,7557792.1886,117.99188573,0,1,1421420.0,7551492,1,0,0,1,20
1979,1320095.0947,7910569.077,-93.770197572,1,0,1320217.0,7912419,0,0,0,0,25
568,1963748.7319,8375548.5105,-166.6223612,1,1,1964802.0,8375799,0,0,0,0,82
641,1884912.1571,8133221.0724,-6.1602181689,0,0,1841052.0,8137955,0,0,0,0,81
2093,1364785.6401,7918405.149,61.840914973,1,0,1363070.0,7915200,0,0,0,0,65
2020,1329762.7472,7881767.3484,-147.94085289,1,0,1330428.0,7882184,0,0,0,0,70
4120,1368734.5877,8026583.7802,-159.4627339,1,1,1369229.0,8026769,1,0,0,0,24
3513,1465888.6732,7434666.1056,43.693573825,1,1,1465562.0,7434354,0,0,0,0,63
1465,1453121.1069,7482286.7428,98.363915149,1,0,1453164.0,7481995,0,1,0,0,69
2376,1572810.1536,8248076.6058,85.375064882,1,0,1572714.0,8246888,0,0,0,0,65
1825,1329790.4656,7906534.1677,89.200774584,1,1,1329783.0,7905999,0,0,0,0,52
242,1997162.8356,8268484.1878,140.32772017,1,1,1997743.0,8268003,1,0,0,0,63
2439,1842369.8553,8312017.5992,-108.69103243,1,0,1842552.0,8312556,0,0,0,0,32
252,1999771.2739,8260037.9563,-56.544960638,1,0,1999575.0,8260335,0,0,0,0,18
1460,1450858.0929,7479646.234,39.139533166,1,0,1450644.0,7479472,0,0,0,0,57
550,1961938.6768,8368290.3226,34.537386212,1,0,1961373.0,8367901,0,0,0,0,24
3912,2465776.7036,9765134.498,-105.41447923,1,1,2466068.0,9766191,1,0,0,0,73
2676,1905757.7338,8551847.6981,28.682067771,0,0,1892241.0,8544453,1,0,0,0,83
2821,1630625.7124,9155023.4434,-36.290757229,0,0,1588427.0,9186011,0,1,0,0,80
2387,1577050.7583,8336080.9571,-76.605627333,0,0,1566980.0,8378372,0,0,0,0,80
460,1997130.1076,8162035.8197,61.028149247,1,0,1996963.0,8161734,0,0,0,0,35
12,2009766.7622,8261433.23,105.94792067,1,0,2009942.0,8260820,0,0,0,0,48
2542,1712025.4182,8432825.9415,-54.260517952,1,0,1711377.0,8433727,0,0,0,0,57
314,2033789.8423,8252639.0487,-10.262649232,1,0,2033166.0,8252752,0,0,0,0,30
2436,1841623.2354,8315808.8717,55.853066984,1,1,1841253.0,8315263,0,0,0,0,56
3783,1689713.0962,8241900.8016,62.864182469,0,0,1689357.0,8241206,0,0,0,0,80
209,1996024.7051,8252472.7433,77.922083688,1,0,1995808.0,8251460,0,0,0,0,43
3022,2418022.4232,9824262.4979,-143.95397915,1,0,2418919.0,9824915,0,0,0,0,45
2799,1499751.3945,9185286.258,160.2350385,0,0,1553424.0,9166000,0,0,0,0,59
3295,1520648.4005,7528732.8373,89.115418552,0,0,1520639.0,7528124,0,0,0,0,57
403,1997695.6106,8241139.5929,86.458257881,1,1,1997601.0,8239611,0,0,0,0,26
2487,1805872.981,8334925.1071,-130.10138119,1,0,1806107.0,8335203,0,0,0,0,30
2766,1934216.0049,8985376.5761,5.0771190544,0,0,1932645.0,8985237,0,1,0,0,38
1357,1738396.115,7598036.5039,20.264233382,1,0,1737333.0,7597644,0,0,0,0,24
1641,1428070.3253,7692751.5612,107.60199842,1,0,1428212.0,7692305,0,0,0,0,66
2909,2358476.6255,9522261.0519,80.954193091,0,0,2342294.0,9420614,0,0,0,0,37
196,2004811.1523,8246035.5316,-154.82145142,1,0,2005278.0,8246255,0,0,0,0,52
2521,1778947.4677,8293087.9183,113.48819418,1,0,1779030.0,8292898,0,0,0,0,33
790,1796126.2917,8089286.696,-125.72422221,1,0,1796740.0,8090140,0,0,0,0,76
1787,1323783.5547,7909820.6276,-47.421673433,0,0,1323378.0,7910262,1,0,0,0,70
996,1563336.6423,7799018.8931,35.97429555,1,0,1563188.0,7798911,0,0,0,0,41
2764,1933956.9645,8979148.9712,155.80871923,0,0,1935780.0,8978330,0,1,0,0,36
2364,1615066.8097,8253547.2467,-71.635747921,0,0,1613345.0,8258734,1,1,0,0,82
64,2012233.8247,8252779.6037,30.477890137,1,0,2011825.0,8252539,0,0,0,0,22
1051,1665759.2567,7974202.1183,-173.61385152,1,0,1666196.0,7974251,0,0,0,0,23
2298,1505764.0942,8266479.908,167.34579141,1,1,1506120.0,8266400,0,0,0,0,61
469,2080258.9391,8343497.7523,124.59817069,0,0,2101411.0,8312834,1,0,0,0,80
947,1571960.6747,7906678.5766,87.270443165,1,0,1571937.0,7906182,1,0,0,0,20
3968,2010926.8227,8287615.4243,152.08655287,1,1,2011190.0,8287476,0,0,0,0,31
823,1671427.8679,8084494.4133,-59.908994962,0,0,1646858.0,8126895,0,0,0,0,75
133,2010260.0189,8244737.1173,118.87518226,1,0,2010511.0,8244282,0,0,0,0,69
40,2011069.2002,8251898.1236,-102.10112743,1,0,2011144.0,8252247,0,0,0,0,44
1110,1650648.5264,7730376.4165,147.60012772,1,0,1651363.0,7729923,0,0,0,0,52
2823,1641133.6043,9139084.0768,57.077023161,0,0,1639362.0,9136348,1,1,0,0,53
3643,1444006.601,7610162.3815,-4.2801727409,1,0,1443838.0,7610175,0,0,0,0,27
2703,1825539.3501,8703491.0745,52.173699099,0,0,1823870.0,8701341,0,1,0,0,53
3785,1691838.7417,8235809.3972,-56.866606768,1,0,1690700.0,8237554,0,0,0,0,65
407,2003149.9317,8230559.4051,122.68165332,1,0,2004423.0,8228575,0,1,0,0,79
146,2011754.1491,8243844.385,-160.57638361,1,0,2012238.0,8244015,0,0,0,0,69
724,1739079.2829,8055310.8354,143.84542687,1,0,1739439.0,8055048,0,0,0,0,61
2737,1934971.1963,8959612.5983,94.657723639,1,1,1935106.0,8957958,0,0,0,0,50
3460,1418313.172,7579746.0835,138.13806031,1,0,1419696.0,7578507,0,0,0,0,56
258,1999457.2414,8262441.9411,-165.92428005,1,1,2000303.0,8262654,0,0,0,0,36
3369,1426261.7175,7536823.796,108.60245308,1,0,1426298.0,7536716,0,0,0,0,45
130,2012620.1033,8246320.9736,-108.37663524,1,0,2012751.0,8246715,0,0,0,0,71
465,2082535.9794,8345283.6657,138.34684457,0,1,2108603.0,8322097,1,0,0,0,68
4096,1988178.9074,8271258.0518,92.195424265,1,0,1988210.0,8270447,1,0,0,0,69
2529,1763692.9128,8266331.6587,-75.679827829,1,0,1763556.0,8266868,0,0,0,0,62
4039,1992022.5467,8279634.2904,115.93652797,0,1,1992493.0,8278667,0,0,0,1,66
1765,1426125.0171,7972645.9259,118.87585024,0,0,1440239.0,7947053,0,0,0,0,86
4028,1990940.8551,8292168.4969,-22.344602262,1,0,1990419.0,8292383,0,0,0,0,48
2733,1918022.0247,8958021.756,24.229952849,1,0,1909499.0,8954186,0,0,0,0,29
3786,1694663.8077,8247494.2569,-57.693152511,1,0,1693859.0,8248767,0,0,0,0,22
71,2015908.0359,8255495.6315,108.2925773,1,0,2016337.0,8254198,0,0,0,0,73
1825,1329790.4656,7906534.1677,157.37610395,1,1,1330134.0,7906391,0,0,0,0,23
2635,1811908.9464,8522957.7834,36.883812597,0,0,1784050.0,8502053,0,0,0,0,48
573,1955895.8098,8367449.0534,32.222792507,1,0,1953949.0,8366222,0,0,0,0,19
4029,1996825.76,8288613.4518,146.40372136,1,0,1997549.0,8288133,0,0,0,0,54
2721,1928906.9557,8954624.3925,80.039389079,0,1,1928726.0,8953594,1,0,0,0,75
4069,1981871.0997,8270452.4742,151.37607355,1,1,1983008.0,8269832,0,0,0,0,69
2730,1924450.3912,8952766.0863,-129.50515877,1,1,1925086.0,8953537,0,0,0,0,50
552,1965566.1339,8358721.6962,-149.08302669,1,1,1966121.0,8359054,0,0,0,0,60
3716,1438917.2965,7909243.8096,-100.46103829,1,1,1438979.0,7909578,0,0,0,0,34
2301,1505770.8845,8263588.4895,-51.346142156,1,0,1505189.0,8264316,0,0,0,0,31
1530,1449238.3944,7477740.0234,58.385806034,1,0,1448962.0,7477291,0,0,0,0,66
65,2014429.1564,8254037.0783,-170.42930026,1,0,2014488.0,8254047,0,0,0,0,21
2578,1736095.809,8539422.3886,-162.34955698,1,1,1736940.0,8539691,0,0,0,0,51
3558,1576443.1766,7565032.2603,139.57293265,1,0,1576555.0,7564937,1,0,0,0,60
